record_id,date_time,city_zone,road_type,traffic_volume,average_speed_kmph,weather_condition,accident_reported,travel_time_minutes,congestion_level
1397,2024-02-28 04:00:00,Commercial,Main Road,1063,50.5,Clear,No,104.2,Medium
1398,2024-02-28 05:00:00,Suburban,Main Road,1662,50.8,Rain,No,112.5,Medium
1399,2024-02-28 06:00:00,Residential,Main Road,1535,22.3,Clear,No,101.8,Medium
1400,2024-02-28 07:00:00,Suburban,Local Road,2240,26.0,Storm,No,56.6,High
1401,2024-02-28 08:00:00,Commercial,Main Road,892,66.2,Fog,No,12.3,Low
1402,2024-02-28 09:00:00,Industrial,Main Road,1781,37.3,Fog,No,27.8,Medium
1403,2024-02-28 10:00:00,Industrial,Local Road,1027,48.1,Storm,No,98.7,Low
1404,2024-02-28 11:00:00,Commercial,Highway,981,46.9,Storm,No,70.6,Low
1405,2024-02-28 12:00:00,Suburban,Highway,2259,67.6,Fog,No,61.7,Low
1406,2024-02-28 13:00:00,Downtown,Main Road,1203,45.5,Storm,No,94.9,Low
1407,2024-02-28 14:00:00,Residential,Main Road,1715,53.1,Fog,No,70.7,High
1408,2024-02-28 15:00:00,Commercial,Local Road,718,13.8,Storm,No,34.0,Medium
1409,2024-02-28 16:00:00,Downtown,Main Road,1439,11.4,Storm,No,44.1,Medium
1410,2024-02-28 17:00:00,Residential,Highway,2147,44.3,Storm,No,109.5,Medium
1411,2024-02-28 18:00:00,Industrial,Main Road,1663,31.1,Fog,Yes,29.4,Low
1412,2024-02-28 19:00:00,Commercial,Main Road,1501,43.5,Clear,No,70.6,High
1413,2024-02-28 20:00:00,Industrial,Main Road,2379,29.8,Storm,No,117.1,Medium
1414,2024-02-28 21:00:00,Commercial,Local Road,309,16.4,Storm,No,63.3,Low
1415,2024-02-28 22:00:00,Industrial,Local Road,2327,19.6,Fog,No,112.9,Medium
1416,2024-02-28 23:00:00,Commercial,Main Road,385,58.5,Storm,No,68.8,Low
1417,2024-02-29 00:00:00,Industrial,Local Road,881,20.0,Fog,No,22.9,Medium
1418,2024-02-29 01:00:00,Industrial,Local Road,423,40.0,Rain,No,109.1,Low
1419,2024-02-29 02:00:00,Industrial,Main Road,1249,56.6,Clear,No,96.1,Medium
1420,2024-02-29 03:00:00,Industrial,Local Road,147,36.0,Storm,No,7.0,Medium
1421,2024-02-29 04:00:00,Residential,Main Road,1786,44.8,Clear,No,43.0,Low
1422,2024-02-29 05:00:00,Commercial,Main Road,1351,73.4,Storm,No,84.7,Low
1423,2024-02-29 06:00:00,Residential,Highway,458,28.2,Rain,No,35.5,High
1424,2024-02-29 07:00:00,Residential,Highway,2403,73.1,Storm,No,96.6,Medium
1425,2024-02-29 08:00:00,Residential,Highway,971,57.9,Storm,No,76.9,Low
1426,2024-02-29 09:00:00,Suburban,Highway,1437,48.5,Rain,No,69.6,Low
1427,2024-02-29 10:00:00,Suburban,Local Road,853,35.0,Rain,No,58.9,Low
1428,2024-02-29 11:00:00,Downtown,Highway,816,35.0,Storm,No,64.9,High
1429,2024-02-29 12:00:00,Residential,Local Road,822,41.6,Rain,No,23.3,High
1430,2024-02-29 13:00:00,Commercial,Local Road,83,59.2,Fog,Yes,32.1,Low
1431,2024-02-29 14:00:00,Residential,Main Road,2384,17.8,Clear,No,59.7,High
1432,2024-02-29 15:00:00,Commercial,Highway,422,34.9,Fog,No,60.1,Medium
1433,2024-02-29 16:00:00,Residential,Highway,239,53.6,Fog,No,10.0,Medium
1434,2024-02-29 17:00:00,Industrial,Local Road,916,57.2,Rain,No,11.4,Medium
1435,2024-02-29 18:00:00,Downtown,Highway,1914,79.7,Rain,No,44.6,Low
1436,2024-02-29 19:00:00,Suburban,Main Road,2907,60.3,Clear,Yes,42.8,Low
1437,2024-02-29 20:00:00,Residential,Local Road,1031,68.2,Clear,No,56.8,Low
1438,2024-02-29 21:00:00,Industrial,Local Road,582,53.3,Clear,No,39.2,Medium
1439,2024-02-29 22:00:00,Suburban,Main Road,1734,79.6,Fog,No,44.8,High
1440,2024-02-29 23:00:00,Commercial,Main Road,166,30.3,Clear,Yes,33.4,Low
1441,2024-03-01 00:00:00,Downtown,Highway,604,25.3,Clear,No,109.4,Low
1442,2024-03-01 01:00:00,Commercial,Main Road,1575,66.7,Storm,No,91.2,Low
1443,2024-03-01 02:00:00,Residential,Local Road,1735,68.9,Storm,No,105.7,High
1444,2024-03-01 03:00:00,Industrial,Main Road,784,44.2,Rain,No,9.2,Low
1445,2024-03-01 04:00:00,Downtown,Highway,797,55.9,Fog,No,88.9,High
1446,2024-03-01 05:00:00,Residential,Highway,132,79.9,Clear,No,57.9,Low
1447,2024-03-01 06:00:00,Residential,Local Road,1724,61.7,Storm,No,26.3,Low
1448,2024-03-01 07:00:00,Commercial,Local Road,2805,49.2,Storm,No,64.6,Medium
1449,2024-03-01 08:00:00,Commercial,Main Road,326,31.4,Clear,No,48.4,High
1450,2024-03-01 09:00:00,Downtown,Highway,2743,15.8,Fog,No,118.9,Medium
1451,2024-03-01 10:00:00,Suburban,Local Road,1707,22.0,Rain,No,82.5,Medium
1452,2024-03-01 11:00:00,Residential,Highway,2656,23.2,Rain,No,18.0,Low
1453,2024-03-01 12:00:00,Residential,Highway,1685,29.5,Rain,No,57.4,Low
1454,2024-03-01 13:00:00,Downtown,Main Road,1087,41.0,Rain,No,45.4,Low
1455,2024-03-01 14:00:00,Commercial,Highway,1625,13.1,Clear,No,100.1,Low
1456,2024-03-01 15:00:00,Residential,Main Road,2101,66.2,Fog,No,107.6,Medium
1457,2024-03-01 16:00:00,Downtown,Main Road,2024,30.1,Clear,No,113.5,High
1458,2024-03-01 17:00:00,Downtown,Local Road,1707,24.1,Fog,No,42.9,Medium
1459,2024-03-01 18:00:00,Suburban,Main Road,368,72.6,Fog,No,93.9,Low
1460,2024-03-01 19:00:00,Downtown,Local Road,334,62.1,Rain,No,56.6,High
1461,2024-03-01 20:00:00,Residential,Highway,2864,48.4,Fog,No,63.2,High
1462,2024-03-01 21:00:00,Commercial,Highway,2615,29.0,Rain,No,69.6,Medium
1463,2024-03-01 22:00:00,Commercial,Local Road,806,69.9,Fog,Yes,85.9,Low
1464,2024-03-01 23:00:00,Commercial,Main Road,1554,68.3,Fog,No,69.9,Low
1465,2024-03-02 00:00:00,Downtown,Main Road,1900,66.6,Fog,No,15.8,High
1466,2024-03-02 01:00:00,Downtown,Main Road,364,38.9,Fog,No,100.6,Medium
1467,2024-03-02 02:00:00,Commercial,Local Road,1212,78.0,Clear,No,71.9,Low
1468,2024-03-02 03:00:00,Residential,Highway,275,40.0,Fog,No,7.6,Low
1469,2024-03-02 04:00:00,Downtown,Highway,893,74.0,Fog,Yes,59.2,Low
1470,2024-03-02 05:00:00,Commercial,Highway,2124,15.3,Clear,No,106.3,Low
1471,2024-03-02 06:00:00,Commercial,Local Road,2238,41.1,Storm,No,17.4,Low
1472,2024-03-02 07:00:00,Commercial,Main Road,71,38.1,Clear,No,65.1,Low
1473,2024-03-02 08:00:00,Commercial,Main Road,67,15.6,Fog,No,33.0,Medium
1474,2024-03-02 09:00:00,Suburban,Highway,1957,17.2,Rain,No,74.9,Low
1475,2024-03-02 10:00:00,Commercial,Main Road,1476,38.5,Rain,No,55.1,Medium
1476,2024-03-02 11:00:00,Commercial,Local Road,1808,61.7,Rain,No,25.3,Low
1477,2024-03-02 12:00:00,Industrial,Highway,1610,49.9,Fog,No,57.5,High
1478,2024-03-02 13:00:00,Suburban,Local Road,1582,59.5,Rain,No,50.0,High
1479,2024-03-02 14:00:00,Industrial,Highway,2013,32.1,Rain,No,85.0,Low
1480,2024-03-02 15:00:00,Commercial,Highway,2559,53.6,Rain,No,88.7,Medium
1481,2024-03-02 16:00:00,Commercial,Local Road,1627,41.1,Storm,No,109.7,Low
1482,2024-03-02 17:00:00,Suburban,Local Road,1486,48.0,Fog,Yes,80.6,Low
1483,2024-03-02 18:00:00,Residential,Main Road,1872,43.5,Rain,No,85.9,Low
1484,2024-03-02 19:00:00,Commercial,Main Road,1970,54.4,Storm,No,13.5,Medium
1485,2024-03-02 20:00:00,Industrial,Highway,2323,55.7,Clear,No,9.4,Medium
1486,2024-03-02 21:00:00,Suburban,Highway,103,77.0,Rain,No,64.5,Medium
1487,2024-03-02 22:00:00,Residential,Local Road,1593,49.6,Fog,No,88.1,Low
1488,2024-03-02 23:00:00,Suburban,Main Road,1528,66.9,Storm,No,114.0,Medium
1489,2024-03-03 00:00:00,Downtown,Highway,2542,46.3,Fog,No,12.3,Medium
1490,2024-03-03 01:00:00,Commercial,Highway,2383,65.2,Clear,No,108.2,Medium
1491,2024-03-03 02:00:00,Downtown,Local Road,106,42.1,Storm,No,46.3,Medium
1492,2024-03-03 03:00:00,Suburban,Main Road,1099,72.4,Clear,No,71.1,High
1493,2024-03-03 04:00:00,Commercial,Main Road,2109,52.3,Fog,No,91.7,Medium
1494,2024-03-03 05:00:00,Industrial,Local Road,2143,10.2,Clear,No,73.0,Medium
1495,2024-03-03 06:00:00,Industrial,Highway,57,57.4,Rain,Yes,114.4,Medium
1496,2024-03-03 07:00:00,Industrial,Highway,133,23.0,Clear,No,73.8,Low
1497,2024-03-03 08:00:00,Downtown,Local Road,1226,21.0,Storm,No,64.5,High
1498,2024-03-03 09:00:00,Downtown,Local Road,1102,77.5,Clear,No,66.3,Low
1499,2024-03-03 10:00:00,Industrial,Highway,1996,58.6,Clear,No,119.6,Low
1500,2024-03-03 11:00:00,Commercial,Local Road,2038,71.9,Fog,No,55.8,Low
1501,2024-03-03 12:00:00,Suburban,Main Road,2673,70.6,Fog,No,115.1,Low
1502,2024-03-03 13:00:00,Suburban,Local Road,404,45.1,Storm,No,73.5,Low
1503,2024-03-03 14:00:00,Downtown,Highway,2902,43.9,Storm,No,104.2,Medium
1504,2024-03-03 15:00:00,Industrial,Local Road,362,31.2,Fog,No,80.2,Low
1505,2024-03-03 16:00:00,Downtown,Highway,230,45.6,Storm,No,45.5,High
1506,2024-03-03 17:00:00,Downtown,Main Road,2275,51.7,Fog,No,55.8,Low
1507,2024-03-03 18:00:00,Downtown,Local Road,2586,38.7,Fog,No,70.3,High
1508,2024-03-03 19:00:00,Commercial,Main Road,2594,29.1,Clear,No,8.1,High
1509,2024-03-03 20:00:00,Residential,Local Road,2394,65.4,Clear,No,62.2,Medium
1510,2024-03-03 21:00:00,Commercial,Main Road,1352,65.9,Rain,No,62.5,Medium
1511,2024-03-03 22:00:00,Industrial,Highway,2249,58.7,Storm,No,113.0,High
1512,2024-03-03 23:00:00,Residential,Main Road,2143,44.6,Clear,No,59.5,Medium
1513,2024-03-04 00:00:00,Suburban,Highway,715,74.5,Rain,No,55.6,Medium
1514,2024-03-04 01:00:00,Suburban,Highway,1042,17.5,Clear,No,90.7,High
1515,2024-03-04 02:00:00,Downtown,Main Road,270,11.1,Storm,No,94.5,Low
1516,2024-03-04 03:00:00,Residential,Local Road,2929,19.0,Fog,No,33.5,Low
1517,2024-03-04 04:00:00,Suburban,Highway,1698,79.6,Clear,No,44.8,Medium
1518,2024-03-04 05:00:00,Commercial,Local Road,1923,68.5,Clear,No,47.3,Medium
1519,2024-03-04 06:00:00,Suburban,Main Road,2166,74.1,Storm,No,30.3,Low
1520,2024-03-04 07:00:00,Commercial,Highway,477,56.5,Clear,No,100.9,Low
1521,2024-03-04 08:00:00,Residential,Local Road,1574,34.0,Rain,No,28.7,Low
1522,2024-03-04 09:00:00,Commercial,Local Road,1266,75.1,Rain,No,108.9,Medium
1523,2024-03-04 10:00:00,Suburban,Main Road,2762,76.8,Clear,No,21.7,High
1524,2024-03-04 11:00:00,Residential,Local Road,1043,30.4,Storm,No,13.7,High
1525,2024-03-04 12:00:00,Residential,Local Road,1439,55.5,Rain,No,50.2,Low
1526,2024-03-04 13:00:00,Commercial,Main Road,2264,76.2,Fog,No,87.5,Low
1527,2024-03-04 14:00:00,Suburban,Local Road,2467,65.4,Clear,No,9.1,Medium
1528,2024-03-04 15:00:00,Industrial,Local Road,2755,13.6,Storm,No,93.3,Medium
1529,2024-03-04 16:00:00,Downtown,Main Road,579,45.3,Rain,No,107.3,High
1530,2024-03-04 17:00:00,Commercial,Main Road,2241,26.7,Rain,Yes,7.6,Medium
1531,2024-03-04 18:00:00,Residential,Local Road,772,15.4,Rain,No,52.1,Low
1532,2024-03-04 19:00:00,Suburban,Highway,324,59.4,Fog,No,42.3,High
1533,2024-03-04 20:00:00,Industrial,Main Road,701,49.5,Rain,No,60.7,Medium
1534,2024-03-04 21:00:00,Industrial,Main Road,2767,68.1,Rain,No,45.8,Medium
1535,2024-03-04 22:00:00,Residential,Main Road,121,26.4,Storm,No,52.1,Medium
1536,2024-03-04 23:00:00,Suburban,Local Road,559,61.9,Clear,No,43.3,Low
1537,2024-03-05 00:00:00,Residential,Main Road,1878,55.4,Rain,No,81.8,Medium
1538,2024-03-05 01:00:00,Downtown,Local Road,1355,39.7,Clear,No,54.5,Low
1539,2024-03-05 02:00:00,Downtown,Highway,1246,33.7,Storm,No,26.5,Low
1540,2024-03-05 03:00:00,Downtown,Local Road,1135,11.1,Fog,No,58.0,Low
1541,2024-03-05 04:00:00,Suburban,Main Road,1749,28.3,Rain,No,8.1,Medium
1542,2024-03-05 05:00:00,Residential,Local Road,1232,75.4,Rain,No,94.1,Low
1543,2024-03-05 06:00:00,Residential,Local Road,1515,16.4,Storm,No,66.8,Low
1544,2024-03-05 07:00:00,Commercial,Local Road,1979,61.5,Storm,No,84.6,Medium
1545,2024-03-05 08:00:00,Residential,Local Road,1304,36.8,Fog,No,62.7,High
1546,2024-03-05 09:00:00,Downtown,Highway,140,49.6,Clear,No,58.8,Low
1547,2024-03-05 10:00:00,Residential,Local Road,2235,75.0,Clear,No,62.6,Low
1548,2024-03-05 11:00:00,Downtown,Main Road,82,26.4,Fog,No,58.9,High
1549,2024-03-05 12:00:00,Industrial,Main Road,193,63.0,Fog,No,35.9,Medium
1550,2024-03-05 13:00:00,Commercial,Main Road,1780,34.8,Fog,No,63.6,Medium
1551,2024-03-05 14:00:00,Residential,Local Road,2074,56.1,Fog,No,53.7,Low
1552,2024-03-05 15:00:00,Industrial,Highway,2803,24.0,Clear,No,73.1,Low
1553,2024-03-05 16:00:00,Residential,Main Road,1096,36.2,Storm,No,75.0,Low
1554,2024-03-05 17:00:00,Suburban,Main Road,2561,75.6,Storm,No,111.8,High
1555,2024-03-05 18:00:00,Commercial,Highway,1443,56.0,Rain,No,89.0,Low
1556,2024-03-05 19:00:00,Suburban,Main Road,516,76.9,Clear,No,107.7,Medium
1557,2024-03-05 20:00:00,Residential,Local Road,602,26.3,Storm,No,119.0,High
1558,2024-03-05 21:00:00,Residential,Highway,361,33.7,Clear,Yes,86.0,High
1559,2024-03-05 22:00:00,Suburban,Highway,2730,42.5,Clear,No,25.5,Low
1560,2024-03-05 23:00:00,Downtown,Main Road,2070,60.8,Clear,No,105.6,High
1561,2024-03-06 00:00:00,Commercial,Main Road,1435,28.3,Clear,No,54.0,Medium
1562,2024-03-06 01:00:00,Commercial,Local Road,2463,28.5,Rain,Yes,111.3,Medium
1563,2024-03-06 02:00:00,Commercial,Main Road,1657,66.1,Rain,No,118.4,Medium
1564,2024-03-06 03:00:00,Downtown,Main Road,724,30.6,Clear,No,7.8,Low
1565,2024-03-06 04:00:00,Industrial,Highway,2850,56.6,Storm,No,95.5,High
1566,2024-03-06 05:00:00,Downtown,Highway,2261,45.0,Fog,No,104.6,Low
1567,2024-03-06 06:00:00,Industrial,Highway,2904,57.1,Storm,No,83.1,Medium
1568,2024-03-06 07:00:00,Commercial,Highway,2874,28.7,Clear,No,85.9,High
1569,2024-03-06 08:00:00,Commercial,Highway,688,48.6,Clear,Yes,66.0,Low
1570,2024-03-06 09:00:00,Downtown,Local Road,2749,33.8,Fog,No,80.5,Low
1571,2024-03-06 10:00:00,Suburban,Highway,2665,36.3,Fog,No,45.6,High
1572,2024-03-06 11:00:00,Downtown,Main Road,2913,49.7,Storm,No,99.1,Low
1573,2024-03-06 12:00:00,Commercial,Main Road,1308,42.4,Rain,No,17.9,Low
1574,2024-03-06 13:00:00,Residential,Highway,2750,65.8,Storm,No,95.5,Low
1575,2024-03-06 14:00:00,Suburban,Local Road,698,25.9,Rain,No,47.3,Low
1576,2024-03-06 15:00:00,Suburban,Main Road,1840,46.3,Rain,Yes,63.0,Low
1577,2024-03-06 16:00:00,Commercial,Local Road,371,51.4,Storm,No,83.6,Medium
1578,2024-03-06 17:00:00,Industrial,Local Road,2261,42.2,Rain,No,119.7,Low
1579,2024-03-06 18:00:00,Residential,Main Road,2143,13.9,Fog,No,91.9,Medium
1580,2024-03-06 19:00:00,Downtown,Local Road,2760,49.1,Clear,Yes,49.7,High
1581,2024-03-06 20:00:00,Suburban,Main Road,1636,28.0,Storm,No,55.7,Low
1582,2024-03-06 21:00:00,Residential,Local Road,1990,44.9,Clear,No,26.3,Low
1583,2024-03-06 22:00:00,Commercial,Main Road,2365,50.6,Storm,No,102.4,Medium
1584,2024-03-06 23:00:00,Downtown,Main Road,1607,35.2,Fog,No,40.7,Low
1585,2024-03-07 00:00:00,Residential,Highway,2372,59.6,Rain,No,45.1,Low
1586,2024-03-07 01:00:00,Industrial,Local Road,586,26.2,Clear,No,91.3,Low
1587,2024-03-07 02:00:00,Downtown,Highway,1552,47.0,Fog,No,31.9,High
1588,2024-03-07 03:00:00,Suburban,Highway,2793,69.8,Storm,No,5.9,Medium
1589,2024-03-07 04:00:00,Residential,Local Road,2718,64.7,Rain,No,76.2,Low
1590,2024-03-07 05:00:00,Suburban,Main Road,1397,32.2,Storm,No,64.2,Medium
1591,2024-03-07 06:00:00,Residential,Highway,2960,40.7,Rain,No,110.6,High
1592,2024-03-07 07:00:00,Industrial,Main Road,1273,11.1,Clear,No,15.3,Low
1593,2024-03-07 08:00:00,Downtown,Highway,1677,57.3,Fog,No,5.1,Medium
1594,2024-03-07 09:00:00,Suburban,Main Road,669,57.4,Rain,Yes,96.3,Medium
1595,2024-03-07 10:00:00,Downtown,Main Road,417,69.3,Rain,No,58.8,Medium
1596,2024-03-07 11:00:00,Downtown,Main Road,1780,73.7,Storm,No,25.0,Low
1597,2024-03-07 12:00:00,Suburban,Main Road,385,44.5,Storm,Yes,90.5,Low
1598,2024-03-07 13:00:00,Industrial,Main Road,1784,75.0,Clear,No,22.0,Low
1599,2024-03-07 14:00:00,Commercial,Highway,2673,29.8,Rain,No,44.3,Low
1600,2024-03-07 15:00:00,Downtown,Local Road,2228,43.5,Storm,No,68.7,Low
1601,2024-03-07 16:00:00,Commercial,Local Road,2338,67.6,Storm,No,42.5,High
1602,2024-03-07 17:00:00,Downtown,Local Road,1330,71.6,Storm,Yes,20.7,Medium
1603,2024-03-07 18:00:00,Commercial,Local Road,162,76.4,Rain,No,48.2,Low
1604,2024-03-07 19:00:00,Downtown,Main Road,1966,14.1,Rain,No,49.9,Low
1605,2024-03-07 20:00:00,Suburban,Main Road,405,33.4,Rain,No,19.7,Low
1606,2024-03-07 21:00:00,Suburban,Local Road,1055,19.4,Clear,No,119.4,Low
1607,2024-03-07 22:00:00,Commercial,Highway,99,41.5,Clear,No,22.8,Low
1608,2024-03-07 23:00:00,Downtown,Main Road,1872,57.9,Clear,No,105.9,Low
1609,2024-03-08 00:00:00,Commercial,Local Road,2118,16.0,Clear,No,58.3,Medium
1610,2024-03-08 01:00:00,Residential,Highway,2793,76.0,Storm,No,104.6,Medium
1611,2024-03-08 02:00:00,Commercial,Local Road,542,39.0,Fog,No,48.1,Medium
1612,2024-03-08 03:00:00,Commercial,Local Road,2853,62.3,Clear,No,105.2,Medium
1613,2024-03-08 04:00:00,Suburban,Local Road,1675,39.0,Clear,No,105.1,High
1614,2024-03-08 05:00:00,Industrial,Highway,2679,39.2,Fog,No,21.6,Low
1615,2024-03-08 06:00:00,Industrial,Highway,2532,62.8,Rain,Yes,49.6,High
1616,2024-03-08 07:00:00,Industrial,Local Road,740,53.8,Rain,Yes,55.4,Low
1617,2024-03-08 08:00:00,Industrial,Main Road,1389,53.1,Storm,Yes,49.9,High
1618,2024-03-08 09:00:00,Commercial,Local Road,874,26.1,Clear,Yes,93.0,High
1619,2024-03-08 10:00:00,Commercial,Highway,2209,34.4,Rain,No,41.0,Low
1620,2024-03-08 11:00:00,Residential,Highway,2685,26.3,Fog,Yes,38.8,Medium
1621,2024-03-08 12:00:00,Downtown,Local Road,2277,22.7,Storm,No,118.7,High
1622,2024-03-08 13:00:00,Industrial,Main Road,360,13.8,Rain,Yes,70.9,Medium
1623,2024-03-08 14:00:00,Commercial,Highway,1098,37.9,Clear,No,108.4,Low
1624,2024-03-08 15:00:00,Industrial,Main Road,877,16.9,Clear,Yes,78.4,Medium
1625,2024-03-08 16:00:00,Industrial,Main Road,2247,14.4,Storm,No,11.4,Low
1626,2024-03-08 17:00:00,Downtown,Local Road,1498,52.0,Fog,No,61.8,Medium
1627,2024-03-08 18:00:00,Industrial,Highway,2585,26.1,Rain,No,43.5,Medium
1628,2024-03-08 19:00:00,Suburban,Local Road,881,57.9,Clear,Yes,36.0,Low
1629,2024-03-08 20:00:00,Industrial,Local Road,2255,70.2,Rain,No,103.1,High
1630,2024-03-08 21:00:00,Commercial,Main Road,1036,42.6,Fog,Yes,83.5,Medium
1631,2024-03-08 22:00:00,Suburban,Local Road,133,17.1,Rain,No,116.9,Low
1632,2024-03-08 23:00:00,Suburban,Main Road,1837,51.1,Rain,No,81.6,High
1633,2024-03-09 00:00:00,Industrial,Highway,2523,57.7,Rain,No,114.3,Low
1634,2024-03-09 01:00:00,Downtown,Highway,941,72.2,Clear,No,105.4,High
1635,2024-03-09 02:00:00,Residential,Main Road,873,44.5,Fog,No,101.4,High
1636,2024-03-09 03:00:00,Residential,Main Road,928,40.1,Fog,No,39.0,High
1637,2024-03-09 04:00:00,Suburban,Main Road,2726,30.7,Fog,No,18.0,Medium
1638,2024-03-09 05:00:00,Residential,Local Road,542,66.2,Clear,No,54.4,Medium
1639,2024-03-09 06:00:00,Industrial,Highway,2846,26.9,Clear,No,12.8,High
1640,2024-03-09 07:00:00,Residential,Local Road,2825,67.1,Clear,No,93.0,Low
1641,2024-03-09 08:00:00,Downtown,Main Road,1365,55.5,Rain,No,27.6,Low
1642,2024-03-09 09:00:00,Industrial,Main Road,2355,69.1,Rain,No,101.6,Medium
1643,2024-03-09 10:00:00,Suburban,Highway,2650,15.8,Rain,No,70.7,High
1644,2024-03-09 11:00:00,Residential,Main Road,173,36.9,Rain,No,88.2,Low
1645,2024-03-09 12:00:00,Industrial,Local Road,2782,68.6,Clear,No,78.3,Low
1646,2024-03-09 13:00:00,Industrial,Main Road,2834,14.1,Storm,No,105.2,Low
1647,2024-03-09 14:00:00,Residential,Local Road,1593,37.9,Fog,No,38.9,Low
1648,2024-03-09 15:00:00,Industrial,Local Road,2343,22.4,Clear,No,70.5,Low
1649,2024-03-09 16:00:00,Commercial,Main Road,1537,24.8,Clear,No,49.9,Medium
1650,2024-03-09 17:00:00,Suburban,Highway,1985,60.1,Storm,No,111.8,High
1651,2024-03-09 18:00:00,Industrial,Main Road,2156,15.1,Clear,No,37.1,High
1652,2024-03-09 19:00:00,Commercial,Highway,684,77.9,Rain,Yes,87.6,Medium
1653,2024-03-09 20:00:00,Suburban,Main Road,1579,61.9,Storm,Yes,92.9,Medium
1654,2024-03-09 21:00:00,Downtown,Highway,1276,63.5,Rain,Yes,14.5,Medium
1655,2024-03-09 22:00:00,Industrial,Highway,382,47.2,Rain,No,72.5,Low
1656,2024-03-09 23:00:00,Industrial,Main Road,1291,23.6,Clear,Yes,25.6,Medium
1657,2024-03-10 00:00:00,Commercial,Highway,673,10.3,Clear,No,71.5,High
1658,2024-03-10 01:00:00,Residential,Main Road,1150,57.8,Clear,No,66.7,High
1659,2024-03-10 02:00:00,Industrial,Main Road,530,73.1,Fog,No,22.2,Medium
1660,2024-03-10 03:00:00,Downtown,Main Road,1932,11.6,Rain,No,82.8,Medium
1661,2024-03-10 04:00:00,Suburban,Main Road,520,53.5,Storm,No,13.0,Low
1662,2024-03-10 05:00:00,Downtown,Local Road,1360,61.7,Clear,No,71.0,High
1663,2024-03-10 06:00:00,Residential,Main Road,704,20.7,Clear,No,37.4,High
1664,2024-03-10 07:00:00,Downtown,Local Road,309,72.7,Rain,No,56.6,Medium
1665,2024-03-10 08:00:00,Commercial,Highway,587,49.1,Rain,No,108.8,Medium
1666,2024-03-10 09:00:00,Downtown,Local Road,2884,48.3,Fog,No,77.7,High
1667,2024-03-10 10:00:00,Commercial,Local Road,2852,41.7,Storm,No,89.8,Low
1668,2024-03-10 11:00:00,Suburban,Main Road,207,69.3,Storm,No,76.4,High
1669,2024-03-10 12:00:00,Commercial,Main Road,1685,49.6,Rain,No,85.0,Low
1670,2024-03-10 13:00:00,Suburban,Local Road,2651,24.0,Rain,No,98.4,High
1671,2024-03-10 14:00:00,Industrial,Local Road,2282,72.8,Clear,No,90.3,Medium
1672,2024-03-10 15:00:00,Suburban,Highway,920,15.7,Rain,No,48.2,Medium
1673,2024-03-10 16:00:00,Suburban,Local Road,2091,68.7,Rain,No,111.9,Medium
1674,2024-03-10 17:00:00,Industrial,Main Road,848,27.9,Fog,No,34.7,Medium
1675,2024-03-10 18:00:00,Industrial,Highway,180,18.9,Clear,No,25.7,Low
1676,2024-03-10 19:00:00,Industrial,Highway,393,59.5,Clear,No,65.3,High
1677,2024-03-10 20:00:00,Residential,Main Road,701,70.8,Fog,No,44.6,Low
1678,2024-03-10 21:00:00,Downtown,Main Road,1855,34.0,Rain,No,24.9,Low
1679,2024-03-10 22:00:00,Suburban,Main Road,1494,44.2,Clear,No,88.4,High
1680,2024-03-10 23:00:00,Suburban,Main Road,2814,63.4,Storm,No,22.9,Low
1681,2024-03-11 00:00:00,Commercial,Main Road,2487,12.8,Fog,No,8.2,Low
1682,2024-03-11 01:00:00,Commercial,Highway,2154,52.8,Fog,No,67.2,Low
1683,2024-03-11 02:00:00,Residential,Highway,1281,55.9,Rain,No,107.7,Low
1684,2024-03-11 03:00:00,Commercial,Highway,2114,30.4,Rain,No,91.6,Low
1685,2024-03-11 04:00:00,Suburban,Local Road,1622,53.5,Storm,No,75.7,Low
1686,2024-03-11 05:00:00,Downtown,Highway,2026,53.4,Storm,No,93.8,High
1687,2024-03-11 06:00:00,Residential,Main Road,1568,71.3,Storm,No,40.3,Low
1688,2024-03-11 07:00:00,Suburban,Main Road,1597,46.5,Fog,Yes,104.5,Low
1689,2024-03-11 08:00:00,Downtown,Main Road,1629,17.1,Storm,No,56.7,Medium
1690,2024-03-11 09:00:00,Downtown,Main Road,272,34.6,Fog,No,50.2,High
1691,2024-03-11 10:00:00,Commercial,Local Road,863,45.4,Storm,Yes,19.1,Medium
1692,2024-03-11 11:00:00,Commercial,Main Road,340,58.9,Clear,No,54.2,Medium
1693,2024-03-11 12:00:00,Residential,Main Road,2326,79.9,Fog,Yes,52.3,Medium
1694,2024-03-11 13:00:00,Suburban,Highway,2485,57.5,Storm,No,80.3,Medium
1695,2024-03-11 14:00:00,Commercial,Main Road,1607,78.4,Fog,Yes,100.1,Medium
1696,2024-03-11 15:00:00,Industrial,Main Road,1881,14.4,Rain,No,19.8,Low
1697,2024-03-11 16:00:00,Residential,Local Road,1582,14.3,Clear,No,19.6,Medium
1698,2024-03-11 17:00:00,Residential,Local Road,2986,42.9,Rain,No,44.2,Low
1699,2024-03-11 18:00:00,Commercial,Main Road,2607,51.0,Clear,No,107.7,Low
1700,2024-03-11 19:00:00,Commercial,Highway,114,22.5,Clear,No,27.1,Medium
1701,2024-03-11 20:00:00,Residential,Highway,1606,37.7,Clear,No,37.1,Low
1702,2024-03-11 21:00:00,Industrial,Local Road,1339,49.0,Fog,Yes,25.5,Medium
